Brand,Model,Body_Type,Price_Min_Lakh,Price_Max_Lakh,Price_Avg_Lakh,Price_INR,Mileage_Min_kmpl,Mileage_Max_kmpl,Mileage_Avg_kmpl,Engine_Min_CC,Engine_Max_CC,Engine_Avg_CC,Safety_Rating,Safety_Rating_Available,NCAP_Body,Fuel_Type_Primary,Fuel_Type_Full,Transmission_Primary,Transmission_Full,Seating_Min,Seating_Max,Key_Strengths,Things_To_Consider
Volvo,XC60,SUV,67.0,78.0,72.5,7250000.0,16.5,16.5,16.5,1969.0,1969.0,1969.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 16.5 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Powerful 1969 cc engine delivers strong mid-range pull for confident overtaking.,"Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Diesel engines can feel noisy and vibration-prone at idle, especially in older or base variants."
Volvo,XC90,SUV,98.0,118.0,108.0,10800000.0,14.5,14.5,14.5,1969.0,1969.0,1969.0,5.0,True,Euro NCAP,Petrol,Petrol & Hybrid,Automatic,Automatic,5.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹108.00 lakh (avg) reflects its class-leading features and build quality.,Mileage of 14.5 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Porsche,Cayenne,SUV,1.35,1.85,1.6,16000000.0,11.5,13.5,12.5,2995.0,2995.0,2995.0,5.0,True,Euro NCAP,Petrol,Petrol & Hybrid,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Mileage of 12.5 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Porsche,Macan,SUV,87.0,110.0,98.5,9850000.0,13.8,15.0,14.4,1984.0,2995.0,2489.5,5.0,True,Euro NCAP,Petrol,Petrol & Electric,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Mileage of 14.4 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Porsche,Taycan,Sedan,1.65,2.35,2.0,20000000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Zero tailpipe emissions contribute to cleaner air and significantly lower running costs per km.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Three-box sedan design limits boot access to smaller items if rear seat is occupied fully.
Land Rover,Defender,SUV,1.0,1.45,1.225,12250000.0,11.6,13.4,12.5,1997.0,2997.0,2497.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,7.0,"Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Diesel powertrain excels on long highway journeys, keeping per-km fuel cost low.","Mileage of 12.5 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Diesel engines can feel noisy and vibration-prone at idle, especially in older or base variants."
Land Rover,Discovery,SUV,88.0,1.05,96.5,9650000.0,11.2,12.8,12.0,1997.0,2997.0,2497.0,5.0,True,Euro NCAP,Diesel,Petrol & Diesel,Automatic,Automatic,5.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Mileage of 12.0 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Lexus,ES,Sedan,56.0,62.0,59.0,5900000.0,16.5,17.8,17.15,2487.0,2487.0,2487.0,5.0,True,Euro NCAP,Hybrid,Hybrid,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 17.1 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Powerful 2487 cc engine delivers strong mid-range pull for confident overtaking.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Large displacement engine results in a heavier road tax and insurance premium in some states.
Lexus,UX 300e,SUV,54.0,60.0,57.0,5700000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹57.00 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Mitsubishi,Pajero Sport,SUV,33.5,38.5,36.0,3600000.0,13.6,14.8,14.2,2442.0,2442.0,2442.0,5.0,True,ASEAN NCAP,Diesel,Diesel,Automatic,Automatic,5.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Mileage of 14.2 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Mitsubishi,Outlander,SUV,38.0,46.0,42.0,4200000.0,14.5,16.2,15.35,1998.0,2360.0,2179.0,5.0,False,,Petrol,Petrol & Hybrid,Automatic,Automatic,5.0,7.0,Decent real-world mileage of 15.3 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Mitsubishi,Eclipse Cross,SUV,32.0,37.0,34.5,3450000.0,15.5,17.0,16.25,1499.0,1499.0,1499.0,5.0,False,,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 16.2 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Haval,Jolion,SUV,14.5,18.5,16.5,1650000.0,16.5,18.0,17.25,1498.0,1498.0,1498.0,5.0,False,,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 17.2 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Haval,H6,SUV,20.0,24.0,22.0,2200000.0,14.0,15.5,14.75,1999.0,1999.0,1999.0,5.0,False,,Petrol,Petrol & Hybrid,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Mileage of 14.8 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Datsun,Go,Hatchback,3.83,5.88,4.855,485500.0,19.0,20.71,19.855,999.0,999.0,999.0,0.0,True,Global NCAP,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.9 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Compact 999 cc engine keeps the car light and nimble for urban use.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Smaller boot space compared to sedans and SUVs may be limiting for heavy packers.
Datsun,Go Plus,MPV,4.2,6.4,5.3,530000.0,19.0,20.71,19.855,999.0,999.0,999.0,0.0,True,Global NCAP,Petrol,Petrol,Manual,Manual & Automatic,5.0,7.0,"Decent real-world mileage of 19.9 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Priced at just ₹5.30 lakh (avg), it delivers exceptional value for budget-conscious buyers.",NCAP crash-test data is unavailable; independently verify safety features before purchase. | Small 999 cc engine may feel strained when fully loaded or on steep inclines at speed.
Datsun,Redi-Go,Hatchback,3.9,5.26,4.58,458000.0,22.0,22.5,22.25,799.0,799.0,799.0,0.0,True,Global NCAP,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 22.2 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Compact footprint makes it effortless to navigate congested city lanes and find parking spots.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Entry-level pricing reflects fewer standard features — check the variant list for must-have additions.
Fiat,Urban Cross,Hatchback,9.0,11.0,10.0,1000000.0,19.02,19.02,19.02,1368.0,1368.0,1368.0,0.0,False,,Petrol,Petrol & Diesel,Manual,Manual,5.0,5.0,Decent real-world mileage of 19.0 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | High-torque diesel engine pulls confidently even when fully loaded or climbing inclines.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Smaller boot space compared to sedans and SUVs may be limiting for heavy packers.
Fiat,Punto,Hatchback,6.5,9.5,8.0,800000.0,16.18,21.01,18.595,1248.0,1248.0,1248.0,0.0,False,,Petrol,Petrol & Diesel,Manual,Manual,5.0,5.0,"Decent real-world mileage of 18.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Diesel powertrain excels on long highway journeys, keeping per-km fuel cost low.",NCAP crash-test data is unavailable; independently verify safety features before purchase. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Maruti,S-Cross,SUV,9.6,12.6,11.1,1110000.0,18.55,18.55,18.55,1373.0,1373.0,1373.0,0.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 18.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Refined 1373 cc engine hits a sweet spot between everyday driveability and fuel economy.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Maruti,Vitara Brezza,SUV,8.0,12.0,10.0,1000000.0,18.76,21.01,19.885,1462.0,1462.0,1462.0,4.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,"Decent real-world mileage of 19.9 kmpl balances performance with economy. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | CNG filling stations are sparse outside major cities — plan trips in smaller towns carefully.
Maruti,Gypsy,SUV,8.9,10.5,9.7,970000.0,16.5,16.5,16.5,1298.0,1298.0,1298.0,0.0,False,,Petrol,Petrol,Manual,Manual,6.0,6.0,Decent real-world mileage of 16.5 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Maruti,Baleno RS,Hatchback,8.0,9.5,8.75,875000.0,21.0,21.0,21.0,998.0,998.0,998.0,3.0,False,,Petrol,Petrol,Manual,Manual,5.0,5.0,Solid mileage of 21.0 kmpl keeps your monthly fuel bill comfortably in check. | Carries a 3-star safety rating with standard protective features for everyday driving. | Lightweight hatchback body helps achieve lively performance even from a smaller engine.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Smaller boot space compared to sedans and SUVs may be limiting for heavy packers.
Maruti,Tour S,Sedan,7.0,9.2,8.1,810000.0,24.12,25.71,24.915,1197.0,1197.0,1197.0,3.0,False,,Petrol,Petrol & CNG,Manual,Manual,5.0,5.0,Solid mileage of 24.9 kmpl keeps your monthly fuel bill comfortably in check. | Carries a 3-star safety rating with standard protective features for everyday driving. | CNG fuel option cuts running cost by nearly 40–50 % compared to petrol at current prices.,"Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | CNG cylinder occupies a portion of boot space, reducing luggage capacity noticeably."
Maruti,Tour H3,Hatchback,5.28,5.28,5.28,528000.0,20.01,22.05,21.03,998.0,998.0,998.0,0.0,False,,Petrol,Petrol & CNG,Manual,Manual,5.0,5.0,Solid mileage of 21.0 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Factory-fitted CNG kit maintains full manufacturer warranty with no compromise on reliability.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Smaller boot space compared to sedans and SUVs may be limiting for heavy packers.
Hyundai,Ioniq 6,Sedan,54.69,54.69,54.69,5469000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Zero tailpipe emissions contribute to cleaner air and significantly lower running costs per km.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Hyundai,Stargazer,MPV,15.0,20.0,17.5,1750000.0,16.5,17.5,17.0,1497.0,1497.0,1497.0,5.0,False,,Petrol,Petrol,Automatic,Automatic,6.0,7.0,Decent real-world mileage of 17.0 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Generous 7-seat layout makes it perfect for large families or group travel.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Hyundai,Casper,Hatchback,8.0,10.5,9.25,925000.0,19.5,21.0,20.25,1000.0,1000.0,1000.0,4.0,False,,Petrol,Petrol,Manual,Manual & Automatic,4.0,5.0,"Solid mileage of 20.2 kmpl keeps your monthly fuel bill comfortably in check. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Lightweight hatchback body helps achieve lively performance even from a smaller engine.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Compact cabin restricts legroom for tall rear passengers on extended journeys.
Hyundai,i10,Hatchback,5.37,7.91,6.64,664000.0,20.0,23.84,21.92,998.0,1086.0,1042.0,0.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 21.9 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Refined 1042 cc engine hits a sweet spot between everyday driveability and fuel economy.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | CNG filling stations are sparse outside major cities — plan trips in smaller towns carefully.
Hyundai,Staria,MPV,38.0,42.0,40.0,4000000.0,12.0,12.0,12.0,2199.0,2199.0,2199.0,5.0,False,,Diesel,Diesel,Automatic,Automatic,9.0,11.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹40.00 lakh (avg) reflects its class-leading features and build quality.,Mileage of 12.0 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Hyundai,Creta Electric,SUV,17.65,23.5,20.575,2057500.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Bharat NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Battery replacement after 8–10 years can be a significant unplanned expense.
Tata,Avinya EV,SUV,28.0,36.0,32.0,3200000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,False,,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Tata,Nexon iCNG,SUV,9.89,15.25,12.57,1257000.0,23.98,23.98,23.98,1199.0,1199.0,1199.0,5.0,True,Global NCAP,CNG,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 24.0 kmpl keeps your monthly fuel bill comfortably in check. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | CNG fuel option cuts running cost by nearly 40–50 % compared to petrol at current prices.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | CNG filling stations are sparse outside major cities — plan trips in smaller towns carefully.
Tata,Altroz EV,Hatchback,14.0,17.0,15.5,1550000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Global NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Instant electric torque delivers smooth, silent acceleration from a complete standstill.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Public EV charging infrastructure is still expanding — plan your route around charging stops on long trips.
Tata,Safari EV,SUV,28.99,35.99,32.49,3249000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Bharat NCAP,Electric,Electric,Automatic,Automatic,6.0,7.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Tata,Gravitas,SUV,18.0,24.0,21.0,2100000.0,15.0,16.3,15.65,1956.0,1956.0,1956.0,5.0,False,,Diesel,Diesel,Manual,Manual & Automatic,6.0,7.0,Decent real-world mileage of 15.7 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Powerful 1956 cc engine delivers strong mid-range pull for confident overtaking.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Tata,Nano,Hatchback,1.97,3.0,2.485,248500.0,25.35,25.35,25.35,624.0,624.0,624.0,0.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual,4.0,4.0,Outstanding fuel efficiency of 25.4 kmpl — ideal for daily commuters who want to cut fuel costs. | Packed with active safety tech making it a dependable choice for family use. | Factory-fitted CNG kit maintains full manufacturer warranty with no compromise on reliability.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Entry-level pricing reflects fewer standard features — check the variant list for must-have additions.
Mahindra,Alturas G4,SUV,32.0,36.5,34.25,3425000.0,13.0,13.0,13.0,2179.0,2179.0,2179.0,5.0,False,,Diesel,Diesel,Automatic,Automatic,7.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Mileage of 13.0 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Mahindra,XUV 3XO,SUV,7.49,14.99,11.24,1124000.0,18.89,20.1,19.495,1197.0,1497.0,1347.0,5.0,True,Global NCAP,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.5 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Mahindra,BE 9,SUV,27.0,38.0,32.5,3250000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Bharat NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Zero tailpipe emissions contribute to cleaner air and significantly lower running costs per km.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Mahindra,eVerito,Sedan,9.5,10.5,10.0,1000000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,0.0,False,,Electric,Electric,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Instant electric torque delivers smooth, silent acceleration from a complete standstill.",NCAP crash-test data is unavailable; independently verify safety features before purchase. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Mahindra,Quanto,SUV,8.0,10.5,9.25,925000.0,17.0,18.0,17.5,1493.0,1493.0,1493.0,0.0,False,,Diesel,Diesel,Manual,Manual,5.0,7.0,Decent real-world mileage of 17.5 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | High-torque diesel engine pulls confidently even when fully loaded or climbing inclines.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Mahindra,Jeeto,Van,4.0,5.5,4.75,475000.0,21.0,21.0,21.0,909.0,909.0,909.0,0.0,False,,Diesel,Diesel & CNG,Manual,Manual,2.0,2.0,"Solid mileage of 21.0 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Ideal for businesses needing reliable, high-capacity transportation.",NCAP crash-test data is unavailable; independently verify safety features before purchase. | CNG filling stations are sparse outside major cities — plan trips in smaller towns carefully.
Kia,EV3,SUV,25.9,32.9,29.4,2940000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹29.40 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Kia,Sorento,SUV,44.95,55.95,50.45,5045000.0,12.5,14.8,13.65,2199.0,2199.0,2199.0,5.0,True,Euro NCAP,Diesel,Petrol & Diesel,Automatic,Automatic,5.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Mileage of 13.7 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Kia,Sportage,SUV,32.5,40.0,36.25,3625000.0,14.2,17.0,15.6,1591.0,1999.0,1795.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 15.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Kia,Stinger,Sedan,59.95,72.95,66.45,6645000.0,10.5,12.3,11.4,1998.0,3342.0,2670.0,5.0,True,Euro NCAP,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Well-proportioned boot offers ample luggage space for weekend getaways and airport runs.,Mileage of 11.4 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Lower ground clearance of the sedan body may scrape on severe potholes or steep ramps.
Kia,Niro EV,SUV,32.0,38.0,35.0,3500000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Instant electric torque delivers smooth, silent acceleration from a complete standstill.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Public EV charging infrastructure is still expanding — plan your route around charging stops on long trips.
MG,Cyberster,Sedan,52.0,62.0,57.0,5700000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,False,,Electric,Electric,Automatic,Automatic,2.0,2.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Battery replacement after 8–10 years can be a significant unplanned expense.
MG,Extender,Pickup,21.0,26.0,23.5,2350000.0,19.6,19.6,19.6,1898.0,1898.0,1898.0,0.0,False,,Diesel,Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Powerful 1898 cc engine delivers strong mid-range pull for confident overtaking.,"NCAP crash-test data is unavailable; independently verify safety features before purchase. | Diesel engines can feel noisy and vibration-prone at idle, especially in older or base variants."
MG,Storm,Pickup,28.0,34.0,31.0,3100000.0,19.6,19.6,19.6,1996.0,1996.0,1996.0,0.0,False,,Diesel,Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Premium positioning at ₹31.00 lakh (avg) reflects its class-leading features and build quality.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Premium price point means higher insurance premiums and potentially costlier spare parts.
MG,HS,SUV,24.0,30.0,27.0,2700000.0,14.0,15.0,14.5,1998.0,1998.0,1998.0,5.0,False,,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Mileage of 14.5 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Toyota,Land Cruiser 300,SUV,1.99,2.3,2.145,21450000.0,10.2,12.1,11.15,3346.0,3346.0,3346.0,5.0,True,ASEAN NCAP,Diesel,Petrol & Diesel,Automatic,Automatic,5.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Mileage of 11.2 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Toyota,C-HR,Hatchback,32.0,38.0,35.0,3500000.0,19.2,22.4,20.8,1987.0,1987.0,1987.0,5.0,True,Euro NCAP,Hybrid,Hybrid,Automatic,Automatic,5.0,5.0,Solid mileage of 20.8 kmpl keeps your monthly fuel bill comfortably in check. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Intelligent hybrid system seamlessly switches between petrol and electric to maximise efficiency.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Hybrid battery pack adds to the vehicle weight and can be costly to replace outside warranty.
